"","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000176124",53,41,63,30,36,61,42,18
"ENSG00000176125",13,17,11,8,10,24,10,19
"ENSG00000176134",0,0,1,1,0,1,0,0
"ENSG00000176136",0,0,0,0,2,1,0,0
"ENSG00000176142",871,767,885,570,1045,1545,703,797
"ENSG00000176148",434,463,540,356,512,774,363,542
"ENSG00000176153",0,3,4,1,1,4,2,1
"ENSG00000176155",539,403,475,246,606,672,365,373
"ENSG00000176160",0,1,1,0,0,0,0,0
"ENSG00000176165",4,12,2,2,6,24,0,3
"ENSG00000176170",150,255,64,47,202,790,168,149
"ENSG00000176171",2010,1887,2312,1140,2193,6615,1509,1782
"ENSG00000176182",113,123,132,72,152,164,101,121
"ENSG00000176183",0,0,0,0,0,0,1,1
"ENSG00000176208",38,36,33,27,37,46,40,35
"ENSG00000176209",330,258,345,270,313,406,298,348
"ENSG00000176222",105,70,89,46,122,113,64,46
"ENSG00000176225",201,114,237,82,268,186,214,142
"ENSG00000176227",1,0,2,0,0,1,2,2
"ENSG00000176236",1,2,2,1,1,3,5,0
"ENSG00000176244",1,1,9,4,0,5,5,7
"ENSG00000176248",664,669,654,322,556,746,506,526
"ENSG00000176261",263,240,303,173,322,330,190,191
"ENSG00000176268",3,0,2,1,7,5,0,2
"ENSG00000176269",0,0,0,0,0,0,1,0
"ENSG00000176273",177,121,299,152,225,275,203,178
"ENSG00000176274",55,37,87,29,84,95,61,45
"ENSG00000176289",0,2,4,0,3,1,1,2
"ENSG00000176293",165,70,276,56,286,165,151,75
"ENSG00000176302",1,0,0,0,0,0,1,0
"ENSG00000176318",0,0,1,0,0,2,0,0
"ENSG00000176340",489,479,402,296,374,545,380,385
"ENSG00000176343",0,0,1,2,0,2,3,0
"ENSG00000176349",1,0,1,0,1,0,1,0
"ENSG00000176358",2,1,1,1,0,1,0,0
"ENSG00000176371",163,90,151,62,176,117,121,68
"ENSG00000176378",0,0,0,1,0,0,0,0
"ENSG00000176383",2,4,2,4,4,7,2,6
"ENSG00000176386",270,302,316,214,329,442,264,288
"ENSG00000176387",36,19,33,1,16,2,29,3
"ENSG00000176390",154,213,186,206,202,349,165,296
"ENSG00000176393",1535,1144,1191,643,1675,1651,1354,1152
"ENSG00000176395",0,0,0,0,0,1,0,0
"ENSG00000176396",164,175,186,151,218,252,161,167
"ENSG00000176399",32,13,25,6,8,5,30,18
"ENSG00000176401",30,24,35,26,33,40,25,31
"ENSG00000176402",0,0,3,0,1,0,2,0
"ENSG00000176406",0,0,1,1,2,2,1,0
"ENSG00000176407",843,850,940,691,1061,1236,814,824
"ENSG00000176410",161,98,237,97,228,237,159,130
"ENSG00000176422",82,74,118,76,99,103,67,73
"ENSG00000176428",101,62,87,26,107,89,91,60
"ENSG00000176435",46,30,22,3,0,2,99,67
"ENSG00000176438",429,417,400,228,401,652,442,765
"ENSG00000176444",684,641,868,388,770,907,535,558
"ENSG00000176454",441,380,451,221,376,489,391,359
"ENSG00000176463",858,690,1089,656,1090,1842,679,797
"ENSG00000176472",68,51,92,49,45,50,42,43
"ENSG00000176473",197,159,191,88,153,207,147,117
"ENSG00000176476",80,92,135,57,123,121,119,98
"ENSG00000176485",451,495,533,424,208,252,396,596
"ENSG00000176490",357,235,382,218,88,87,344,330
"ENSG00000176510",1,0,1,0,0,0,0,0
"ENSG00000176515",1,1,2,0,6,4,0,3
"ENSG00000176531",192,119,322,75,273,215,239,127
"ENSG00000176532",1,0,2,0,1,10,1,1
"ENSG00000176533",65,73,63,48,70,111,27,43
"ENSG00000176542",863,649,859,468,1270,1204,767,669
"ENSG00000176563",6,10,15,7,17,15,13,10
"ENSG00000176593",103,76,129,56,150,125,113,101
"ENSG00000176595",56,71,13,21,8,27,12,34
"ENSG00000176597",115,214,52,61,127,246,123,199
"ENSG00000176619",1189,1118,1204,653,1279,2098,903,831
"ENSG00000176623",1642,1552,1444,931,1278,1580,1222,1334
"ENSG00000176624",885,813,905,645,1138,1125,784,836
"ENSG00000176635",0,0,1,0,0,0,0,0
"ENSG00000176641",106,102,188,155,158,299,97,115
"ENSG00000176654",0,0,0,0,1,0,2,0
"ENSG00000176658",8388,7620,10442,7396,9076,9922,7310,10617
"ENSG00000176678",699,497,451,354,546,936,369,411
"ENSG00000176681",316,210,267,135,572,607,240,184
"ENSG00000176692",15,18,27,15,14,48,16,27
"ENSG00000176695",0,0,0,0,1,0,0,0
"ENSG00000176697",368,256,513,196,701,840,285,307
"ENSG00000176700",199,133,207,122,213,261,158,124
"ENSG00000176714",67,44,91,36,67,52,60,60
"ENSG00000176715",298,284,330,198,394,523,275,300
"ENSG00000176716",0,2,5,1,3,5,0,1
"ENSG00000176720",1090,683,1167,500,946,1466,949,745
"ENSG00000176723",32,23,33,9,24,27,31,21
"ENSG00000176728",33,20,35,19,36,31,0,0
"ENSG00000176731",126,108,163,77,194,227,128,116
"ENSG00000176732",14,7,13,4,24,21,9,12
"ENSG00000176749",24,9,29,8,21,23,14,10
"ENSG00000176753",0,1,0,0,0,0,0,0
"ENSG00000176761",18,9,4,5,15,10,8,8
"ENSG00000176771",208,50,228,18,149,37,170,42
"ENSG00000176783",1041,841,1200,698,1082,1084,1014,876
"ENSG00000176788",5433,4948,5331,2328,8094,9607,4561,4529
"ENSG00000176797",0,1,0,0,0,0,0,0
"ENSG00000176809",286,205,304,139,433,460,272,188
"ENSG00000176812",0,0,0,0,1,0,1,0
"ENSG00000176826",863,713,1627,1003,1047,1302,1202,1150
"ENSG00000176834",478,485,668,444,654,795,459,681
"ENSG00000176840",0,0,0,0,0,0,2,0
"ENSG00000176842",0,0,0,0,0,1,1,1
"ENSG00000176845",1563,994,1606,586,1417,1044,1224,907
"ENSG00000176853",1462,1174,1506,892,1834,1892,1347,1183
"ENSG00000176857",13,8,27,12,24,25,19,12
"ENSG00000176871",1364,1537,1455,924,1397,1692,863,1339
"ENSG00000176882",0,0,0,0,0,0,1,0
"ENSG00000176884",1,0,1,1,0,2,0,0
"ENSG00000176887",1,0,0,0,1,0,0,0
"ENSG00000176890",279,149,180,37,243,172,157,75
"ENSG00000176894",10,19,11,7,9,14,5,17
"ENSG00000176896",45,39,83,38,64,67,68,86
"ENSG00000176903",933,794,1001,610,1108,1277,893,865
"ENSG00000176907",2,4,2,6,7,9,4,10
"ENSG00000176909",74,31,58,20,74,40,95,37
"ENSG00000176912",26,12,11,1,13,8,11,9
"ENSG00000176915",1299,1427,1406,944,1528,2233,1126,1485
"ENSG00000176919",10,8,8,1,11,10,6,9
"ENSG00000176920",8,7,12,4,18,8,8,3
"ENSG00000176927",9,24,30,19,17,24,10,28
"ENSG00000176928",58,107,168,289,158,1227,84,216
"ENSG00000176933",14,8,30,16,26,29,15,27
"ENSG00000176945",31,36,59,41,53,43,23,23
"ENSG00000176946",820,808,972,468,820,993,757,835
"ENSG00000176953",763,797,920,527,888,1087,686,810
"ENSG00000176970",0,0,0,0,1,0,0,0
"ENSG00000176971",1505,2788,2346,2889,1518,3280,1261,4784
"ENSG00000176973",54,53,35,26,42,54,39,46
"ENSG00000176974",95,167,157,173,134,271,87,175
"ENSG00000176978",1915,1847,2108,1100,2544,3288,1549,1793
"ENSG00000176984",0,0,0,0,0,1,0,0
"ENSG00000176986",2154,1851,2364,1298,2543,2912,1867,1902
"ENSG00000176994",475,366,480,229,536,673,454,424
"ENSG00000176998",0,1,2,1,1,0,3,0
"ENSG00000177000",1181,981,1215,635,1101,993,1017,1122
"ENSG00000177025",2,14,14,11,16,17,12,17
"ENSG00000177030",840,694,1023,508,1110,1106,824,780
"ENSG00000177034",327,216,395,174,347,392,368,356
"ENSG00000177042",900,577,881,377,970,955,701,668
"ENSG00000177045",188,163,150,82,158,145,128,160
"ENSG00000177047",0,0,0,0,0,0,0,2
"ENSG00000177051",168,150,187,109,157,239,145,154
"ENSG00000177054",155,206,214,184,174,298,162,257
"ENSG00000177058",282,226,309,220,329,452,201,268
"ENSG00000177076",50,20,45,22,41,30,33,33
"ENSG00000177082",417,324,521,234,508,557,363,349
"ENSG00000177084",378,414,453,275,379,445,450,512
"ENSG00000177096",580,599,525,326,531,719,360,392
"ENSG00000177098",475,282,181,82,151,157,410,315
"ENSG00000177105",629,618,664,423,621,878,553,625
"ENSG00000177106",1122,821,1299,522,1047,1175,942,989
"ENSG00000177108",0,1,0,0,0,0,1,0
"ENSG00000177112",7,10,18,14,19,36,6,14
"ENSG00000177119",3223,2891,3851,2796,3650,5075,3026,4115
"ENSG00000177125",399,369,404,318,393,588,356,445
"ENSG00000177133",10,11,11,2,7,4,5,8
"ENSG00000177138",0,0,0,0,1,0,0,0
"ENSG00000177144",172,145,169,205,202,257,189,459
"ENSG00000177150",236,195,250,130,300,472,210,158
"ENSG00000177156",2077,2388,2243,1384,2530,2970,1489,2020
"ENSG00000177169",1276,1160,1534,869,1725,1420,1209,1521
"ENSG00000177173",3,4,6,3,2,4,1,4
"ENSG00000177181",4,0,1,0,2,1,0,4
"ENSG00000177182",2,3,1,3,2,4,5,3
"ENSG00000177189",1584,1225,1816,933,1779,2411,1724,1443
"ENSG00000177191",52,67,66,48,60,74,32,75
"ENSG00000177192",107,196,127,81,127,258,80,109
"ENSG00000177197",30,16,41,10,53,60,31,31
"ENSG00000177200",1453,1644,1538,1015,2233,3042,1249,1697
"ENSG00000177201",0,1,0,0,0,0,0,0
"ENSG00000177212",0,1,0,1,1,0,0,0
"ENSG00000177225",1374,1314,1322,790,1409,1777,1189,1226
"ENSG00000177234",0,0,1,0,0,0,1,0
"ENSG00000177236",40,37,23,16,53,45,39,40
"ENSG00000177238",0,0,1,0,0,0,0,0
"ENSG00000177239",2145,1814,2560,1370,2464,2654,2050,2132
"ENSG00000177243",0,1,0,0,0,0,0,0
"ENSG00000177272",31,9,71,9,71,79,72,22
"ENSG00000177283",24,121,57,138,46,335,27,189
"ENSG00000177291",2,1,2,0,1,1,0,1
"ENSG00000177294",1,3,4,0,3,3,4,1
"ENSG00000177301",2,0,3,0,0,1,3,2
"ENSG00000177302",366,378,360,185,401,479,361,375
"ENSG00000177303",370,308,306,229,399,483,342,375
"ENSG00000177306",30,35,3,4,6,12,4,3
"ENSG00000177311",4169,3721,3553,2125,4753,5498,3110,3372
"ENSG00000177335",31,12,56,25,52,50,44,29
"ENSG00000177337",91,90,101,74,84,155,54,94
"ENSG00000177338",0,0,0,1,0,0,0,7
"ENSG00000177340",2,0,1,1,0,1,2,1
"ENSG00000177350",0,4,1,0,4,2,3,1
"ENSG00000177352",335,247,414,167,402,476,291,276
"ENSG00000177354",1,0,1,2,1,3,0,0
"ENSG00000177359",8,3,3,1,1,0,6,4
"ENSG00000177363",3590,2776,4321,2478,3787,3741,3685,3836
"ENSG00000177370",334,324,403,212,462,558,254,248
"ENSG00000177374",613,567,817,399,596,631,794,754
"ENSG00000177380",44,28,46,16,40,44,39,13
"ENSG00000177383",521,402,574,232,506,536,447,365
"ENSG00000177406",85,65,132,63,133,117,147,107
"ENSG00000177409",948,558,1306,507,1183,903,797,565
"ENSG00000177410",3908,4624,3176,1199,2163,2004,1628,1504
"ENSG00000177418",0,1,0,0,0,2,0,0
"ENSG00000177425",299,293,295,419,451,1005,317,733
"ENSG00000177426",714,930,841,891,926,2214,586,1370
"ENSG00000177427",200,128,169,93,159,167,197,158
"ENSG00000177432",128,87,195,81,224,166,139,82
"ENSG00000177447",1,0,1,1,2,1,2,0
"ENSG00000177452",0,0,0,0,0,1,0,1
"ENSG00000177453",98,50,76,6,90,85,80,18
"ENSG00000177455",2,0,6,6,0,2,4,1
"ENSG00000177459",21,9,39,12,22,27,26,13
"ENSG00000177462",1,0,0,0,0,0,1,0
"ENSG00000177463",396,240,422,191,465,512,358,359
"ENSG00000177464",23,14,28,19,27,20,32,27
"ENSG00000177465",5,26,7,4,3,4,4,14
"ENSG00000177469",14195,18017,20297,17250,14683,33834,16075,23886
"ENSG00000177479",1096,1040,1429,787,1445,1717,1077,1083
"ENSG00000177483",13,14,11,9,9,25,13,8
"ENSG00000177485",538,504,468,313,564,589,426,482
"ENSG00000177494",3,4,1,3,3,2,3,1
"ENSG00000177504",0,1,0,0,0,0,0,0
"ENSG00000177508",6,1,3,2,7,0,0,1
"ENSG00000177511",0,0,1,0,0,0,0,0
"ENSG00000177519",0,0,0,0,0,0,2,2
"ENSG00000177542",251,256,241,184,244,385,303,314
"ENSG00000177548",464,352,457,213,427,514,396,388
"ENSG00000177551",0,2,1,0,2,0,0,0
"ENSG00000177556",618,512,845,475,866,977,598,546
"ENSG00000177565",2382,1782,3136,1574,3140,3143,2520,1809
"ENSG00000177570",124,23,276,47,126,52,177,28
"ENSG00000177575",0,13,2,10,1,52,1,10
"ENSG00000177576",16,9,10,6,2,11,9,7
"ENSG00000177586",0,1,0,1,0,1,0,0
"ENSG00000177595",827,424,689,149,698,655,491,338
"ENSG00000177599",44,22,55,18,27,34,40,22
"ENSG00000177600",8327,8122,7143,4214,6073,8020,5423,5772
"ENSG00000177602",11,7,6,12,7,13,11,19
"ENSG00000177606",5035,3318,3787,771,5627,2436,3861,1421
"ENSG00000177613",839,779,934,559,688,1035,674,710
"ENSG00000177614",269,37,195,20,319,96,190,19
"ENSG00000177627",0,0,0,1,0,0,1,0
"ENSG00000177628",3039,2022,3704,1738,3546,3465,2816,2523
"ENSG00000177640",45,39,63,33,34,43,58,48
"ENSG00000177646",529,455,610,307,567,702,423,430
"ENSG00000177663",686,793,1023,778,1021,1740,633,977
"ENSG00000177666",1163,2200,1275,1380,1279,3088,936,2426
"ENSG00000177669",1,1,0,0,3,2,2,0
"ENSG00000177674",504,869,658,778,457,1233,427,1036
"ENSG00000177675",2,6,1,1,8,14,1,2
"ENSG00000177679",54,44,52,29,29,33,80,67
"ENSG00000177683",309,249,401,248,414,429,354,326
"ENSG00000177685",9,11,26,8,10,6,25,13
"ENSG00000177688",1,1,1,0,1,0,0,0
"ENSG00000177692",25,10,21,21,26,27,24,9
"ENSG00000177693",0,0,0,0,1,0,0,0
"ENSG00000177694",230,101,301,114,257,334,292,194
"ENSG00000177697",6524,6267,8728,5417,9067,12593,6638,7306
"ENSG00000177699",0,1,0,1,0,0,1,0
"ENSG00000177700",2225,2220,2684,1449,2496,3608,1801,2017
"ENSG00000177706",1211,1432,1607,1621,1432,5077,1279,2260
"ENSG00000177707",841,838,1090,731,1562,2190,753,944
"ENSG00000177710",0,1,2,2,2,0,2,2
"ENSG00000177721",18,21,22,11,22,18,27,24
"ENSG00000177725",1,0,0,0,0,3,0,1
"ENSG00000177728",1133,1000,1255,698,1499,1691,1017,1094
"ENSG00000177731",3790,3722,4168,2348,4266,6235,3204,3916
"ENSG00000177732",901,699,671,229,871,600,620,414
"ENSG00000177733",2782,2361,2638,1465,2454,3127,2341,2049
"ENSG00000177736",0,0,0,0,1,0,1,0
"ENSG00000177738",49,47,48,34,39,59,48,40
"ENSG00000177752",0,1,0,0,2,0,1,0
"ENSG00000177757",2,5,8,1,7,6,3,4
"ENSG00000177764",8,10,12,4,15,11,11,10
"ENSG00000177776",1,0,1,0,0,0,0,0
"ENSG00000177788",5,4,12,3,8,11,5,7
"ENSG00000177791",1,4,4,1,0,0,0,3
"ENSG00000177800",1,0,0,0,0,1,0,0
"ENSG00000177803",1,0,1,0,3,1,0,1
"ENSG00000177807",0,2,1,0,2,2,1,1
"ENSG00000177822",3,1,1,0,4,5,0,2
"ENSG00000177830",1871,1340,1985,937,2272,2652,1496,1561
"ENSG00000177839",52,37,96,47,114,109,37,38
"ENSG00000177842",14,8,16,9,9,28,11,14
"ENSG00000177853",358,274,567,284,455,475,299,313
"ENSG00000177854",89,87,108,77,115,169,116,163
"ENSG00000177855",87,64,109,46,106,84,84,84
"ENSG00000177868",317,258,376,168,355,280,271,203
"ENSG00000177873",94,86,132,70,122,156,108,119
"ENSG00000177875",24,44,16,10,15,32,12,34
"ENSG00000177879",2158,2025,2604,1781,2685,3011,2044,2242
"ENSG00000177885",1166,950,1263,676,1288,1803,977,1051
"ENSG00000177888",576,445,603,448,645,719,544,554
"ENSG00000177889",934,923,929,625,937,1506,656,866
"ENSG00000177917",335,337,326,257,308,409,275,354
"ENSG00000177932",228,185,331,148,319,372,253,245
"ENSG00000177943",82,65,74,24,76,132,42,31
"ENSG00000177946",109,71,94,45,126,111,67,69
"ENSG00000177947",0,1,0,1,0,1,0,0
"ENSG00000177951",725,567,703,363,642,722,585,493
"ENSG00000177954",14430,13487,16509,7730,14945,15816,11352,10814
"ENSG00000177963",2180,1950,2257,1250,2184,2688,1549,1694
"ENSG00000177971",418,411,349,200,329,522,345,348
"ENSG00000177981",586,464,702,359,652,548,565,484
"ENSG00000177984",0,0,0,0,0,0,1,0
"ENSG00000177989",43,52,30,16,48,85,26,57
"ENSG00000177990",99,64,55,51,110,133,121,76
"ENSG00000177992",0,0,1,0,0,0,0,0
"ENSG00000177993",1,2,2,1,0,3,0,0
"ENSG00000177994",2,0,5,1,1,0,2,0
"ENSG00000178015",4,13,8,43,10,43,6,46
"ENSG00000178021",0,0,1,0,2,0,0,0
"ENSG00000178026",167,131,245,102,221,145,159,153
"ENSG00000178028",437,287,603,236,678,603,426,300
"ENSG00000178031",1300,583,3259,887,1454,502,2497,1501
"ENSG00000178033",617,513,622,510,761,1384,642,745
"ENSG00000178035",4042,3439,3336,1584,3401,3137,2553,2304
"ENSG00000178038",37,14,55,10,71,43,43,26
"ENSG00000178053",211,87,249,96,139,120,215,128
"ENSG00000178055",0,1,1,0,0,0,0,0
"ENSG00000178057",577,433,733,332,687,883,512,472
"ENSG00000178074",445,425,467,360,385,539,421,405
"ENSG00000178075",21,21,33,26,47,45,22,22
"ENSG00000178078",32,23,62,20,42,32,29,30
"ENSG00000178081",29,31,44,33,4,4,10,20
"ENSG00000178082",396,329,438,214,462,645,318,351
"ENSG00000178093",45,41,68,35,45,70,47,58
"ENSG00000178096",142,101,168,69,107,155,141,127
"ENSG00000178104",6919,6066,8867,5679,8770,9284,8880,10075
"ENSG00000178105",249,283,266,181,318,462,214,244
"ENSG00000178115",191,151,315,128,261,225,166,145
"ENSG00000178125",4,1,6,0,6,1,4,0
"ENSG00000178127",6,5,6,5,9,7,4,2
"ENSG00000178146",57,55,29,24,80,295,31,39
"ENSG00000178149",391,326,400,171,369,412,307,305
"ENSG00000178150",5,3,3,0,3,2,2,0
"ENSG00000178162",5,6,4,2,3,3,2,0
"ENSG00000178163",507,435,596,289,424,472,481,446
"ENSG00000178175",2,0,1,0,1,0,0,0
"ENSG00000178177",152,137,159,92,260,218,136,172
"ENSG00000178184",130,49,58,27,83,51,73,17
"ENSG00000178187",18,7,26,11,17,15,17,13
"ENSG00000178188",1076,1016,1094,567,996,1090,836,900
"ENSG00000178193",0,0,0,0,0,0,0,1
"ENSG00000178199",0,2,4,2,2,3,2,0
"ENSG00000178201",3,2,8,2,11,7,5,3
"ENSG00000178202",2843,2330,2808,1773,1477,1989,2228,2467
"ENSG00000178206",0,0,0,0,0,0,1,0
"ENSG00000178209",14409,20687,22097,18325,10466,26827,15168,32849
"ENSG00000178217",0,0,0,0,0,0,1,0
"ENSG00000178222",23,18,89,42,154,127,12,11
"ENSG00000178226",5,6,5,2,2,5,3,5
"ENSG00000178229",64,51,68,29,64,85,48,53
"ENSG00000178233",1,2,2,0,0,0,0,0
"ENSG00000178234",892,925,1102,683,1184,1726,819,952
"ENSG00000178235",0,1,8,7,2,9,2,4
"ENSG00000178252",3117,2233,2793,1304,2982,2845,2347,1959
"ENSG00000178295",135,138,215,109,176,217,132,123
"ENSG00000178297",34,29,35,15,25,28,25,17
"ENSG00000178301",141,76,96,27,102,80,126,51
"ENSG00000178307",295,386,392,248,384,669,322,391
"ENSG00000178338",166,153,165,112,206,220,208,172
"ENSG00000178342",17,32,9,5,5,36,10,22
"ENSG00000178343",18,8,48,9,34,42,42,22
"ENSG00000178381",156,160,241,138,181,236,154,168
"ENSG00000178385",132,102,177,71,151,252,119,181
"ENSG00000178386",11,9,30,6,27,25,21,16
"ENSG00000178397",298,241,329,176,336,345,252,222
"ENSG00000178401",42,18,46,15,47,39,26,18
"ENSG00000178404",11,5,15,1,8,12,6,8
"ENSG00000178409",37,41,42,26,58,62,48,31
"ENSG00000178412",0,3,0,0,0,2,0,1
"ENSG00000178425",600,290,692,244,722,524,450,295
"ENSG00000178429",2079,1959,2497,1192,2406,2420,1634,1524
"ENSG00000178430",3,1,1,1,2,0,1,3
"ENSG00000178440",24,29,43,12,32,36,26,23
"ENSG00000178445",0,0,2,1,5,0,3,0
"ENSG00000178449",201,241,219,208,196,312,178,221
"ENSG00000178457",1,0,0,0,0,0,0,0
"ENSG00000178458",885,668,1217,516,1111,1166,817,793
"ENSG00000178460",18,20,32,15,20,13,7,9
"ENSG00000178464",1266,1165,1162,598,1185,1477,913,947
"ENSG00000178467",481,460,513,345,401,534,445,580
"ENSG00000178498",503,426,473,215,464,361,415,351
"ENSG00000178502",72,49,71,28,84,87,75,80
"ENSG00000178531",62,30,78,28,68,83,91,59
"ENSG00000178537",304,300,379,240,511,435,324,293
"ENSG00000178538",0,1,0,0,0,0,0,0
"ENSG00000178556",1,1,0,0,0,0,0,0
"ENSG00000178562",1,0,0,0,1,0,0,0
"ENSG00000178567",727,556,872,382,905,887,672,559
"ENSG00000178568",1,0,5,4,0,3,2,5
"ENSG00000178573",2138,1309,1949,632,1499,951,1801,1328
"ENSG00000178585",191,139,173,130,185,245,182,200
"ENSG00000178605",373,450,380,271,373,584,283,376
"ENSG00000178607",350,322,473,237,362,437,408,449
"ENSG00000178623",6,5,13,6,14,12,10,11
"ENSG00000178631",1,1,5,1,5,2,5,7
"ENSG00000178636",2,6,7,3,5,5,3,5
"ENSG00000178660",117,86,139,82,108,140,109,96
"ENSG00000178662",53,26,79,16,42,21,55,20
"ENSG00000178665",23,13,27,7,15,15,16,12
"ENSG00000178685",663,445,551,255,421,492,501,399
"ENSG00000178691",752,556,944,571,996,1064,707,674
"ENSG00000178694",118,100,136,68,138,158,118,88
"ENSG00000178695",4746,830,4805,414,5321,1391,4411,606
"ENSG00000178700",360,257,411,210,455,494,363,325
"ENSG00000178715",4,9,5,3,7,6,12,8
"ENSG00000178718",35,60,38,21,27,58,23,25
"ENSG00000178719",3135,3007,3785,2361,4421,5161,3178,3311
"ENSG00000178723",7,73,5,43,4,30,6,83
"ENSG00000178726",10,30,16,10,28,20,24,36
"ENSG00000178732",5,1,1,0,0,1,2,0
"ENSG00000178734",27,10,37,3,17,8,14,6
"ENSG00000178741",503,566,659,346,674,870,485,569
"ENSG00000178750",3,1,1,0,4,3,0,0
"ENSG00000178752",88,154,124,79,188,217,108,162
"ENSG00000178761",881,836,970,630,1057,1259,710,922
"ENSG00000178764",997,695,1252,409,1028,746,1084,642
"ENSG00000178772",1,0,0,0,0,0,2,0
"ENSG00000178773",24,17,72,33,104,158,57,57
"ENSG00000178776",0,0,1,0,0,1,0,0
"ENSG00000178795",6,10,6,9,0,3,1,11
"ENSG00000178802",595,376,717,301,766,1051,529,388
"ENSG00000178803",6,9,5,5,6,5,9,1
"ENSG00000178809",34,42,45,26,65,90,27,33
"ENSG00000178814",158,150,175,112,159,305,125,173
"ENSG00000178821",3,5,3,1,2,4,3,2
"ENSG00000178826",0,1,2,1,2,0,2,1
"ENSG00000178852",42,39,43,33,59,65,45,59
"ENSG00000178860",596,632,390,153,582,624,412,316
"ENSG00000178878",89,31,85,28,131,106,49,16
"ENSG00000178882",1,0,3,0,0,2,1,1
"ENSG00000178896",86,72,110,56,105,114,96,68
"ENSG00000178904",950,823,907,559,1100,1559,785,822
"ENSG00000178913",1155,1075,1582,998,1579,1879,1080,1141
"ENSG00000178917",57,29,46,13,57,53,35,42
"ENSG00000178919",4,1,0,0,290,437,10,9
"ENSG00000178921",355,268,263,121,282,472,245,206
"ENSG00000178922",59,55,67,27,77,94,49,45
"ENSG00000178927",1463,1223,1550,750,1478,1693,1152,1058
"ENSG00000178934",0,1,1,0,0,0,0,0
"ENSG00000178935",57,45,47,44,45,66,44,51
"ENSG00000178947",16,6,7,3,5,3,12,6
"ENSG00000178950",1368,1357,1494,887,1598,2063,1197,1456
"ENSG00000178951",1133,1097,1332,872,1284,1626,1014,1419
"ENSG00000178952",2015,1995,2017,1145,2105,2484,1289,1498
"ENSG00000178965",0,0,0,0,0,0,0,1
"ENSG00000178966",154,112,161,91,144,178,143,130
"ENSG00000178971",196,152,282,134,244,348,213,250
"ENSG00000178972",12,7,7,3,17,16,18,8
"ENSG00000178974",408,336,425,201,443,430,350,344
"ENSG00000178977",14,22,26,17,43,15,33,42
"ENSG00000178980",623,777,861,525,886,1139,632,746
"ENSG00000178982",1644,1567,1811,936,1826,2078,1080,1068
"ENSG00000178988",968,767,1148,582,1189,1220,928,834
"ENSG00000178996",4056,2825,4340,2671,4533,6423,3886,3905
"ENSG00000178997",0,0,0,0,0,0,0,3
"ENSG00000178999",8,12,12,10,9,7,15,13
"ENSG00000179008",1,1,2,2,4,5,4,1
"ENSG00000179010",4068,3631,4512,2603,4676,5498,3895,3683
"ENSG00000179021",470,343,489,272,488,591,370,366
"ENSG00000179023",0,1,0,0,0,0,0,0
"ENSG00000179028",0,0,0,1,0,0,0,0
"ENSG00000179029",117,107,121,88,105,164,140,183
"ENSG00000179031",1,1,3,1,0,0,1,1
"ENSG00000179038",0,1,0,0,1,0,0,2
"ENSG00000179041",107,141,115,65,147,252,103,137
"ENSG00000179044",25,16,25,4,17,13,24,8
"ENSG00000179046",0,0,0,0,2,1,0,0
"ENSG00000179051",1124,992,1372,911,1401,1045,940,1047
"ENSG00000179057",12,12,5,5,1,3,5,12
"ENSG00000179058",7,3,14,5,16,17,12,8
"ENSG00000179059",0,0,0,0,0,1,0,0
"ENSG00000179061",2,1,1,1,0,1,2,0
"ENSG00000179071",44,36,59,24,33,33,38,25
"ENSG00000179082",33,9,53,13,34,19,51,29
"ENSG00000179083",0,1,2,2,2,0,1,0
"ENSG00000179085",137,179,124,83,126,215,116,146
"ENSG00000179091",808,835,729,443,882,1075,552,605
"ENSG00000179094",178,1504,139,821,229,1658,119,1425
"ENSG00000179097",0,0,0,0,9,4,0,0
"ENSG00000179101",418,322,536,221,538,487,325,341
"ENSG00000179104",255,220,351,194,461,425,278,298
"ENSG00000179111",1,0,0,0,1,2,1,1
"ENSG00000179115",501,485,560,286,592,973,412,451
"ENSG00000179119",487,424,641,411,635,903,379,520
"ENSG00000179131",0,0,2,0,1,2,0,1
"ENSG00000179133",2,1,3,2,1,0,3,0
"ENSG00000179134",2455,2529,2583,1675,2702,3408,2146,3105
"ENSG00000179136",0,0,0,1,1,4,0,0
"ENSG00000179148",1,4,1,0,0,1,0,2
